Draw Date,Draw#,Numbers,PowerBall,Multiplier,Jackpot,Wins,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5
2015-06-17,1452,2-5-8-12-25,4,,2809840.79,0.0,2,5,8,12,25
2015-06-20,1453,1-3-6-18-33,3,,3310271.86,0.0,1,3,6,18,33
2015-06-24,1454,1-8-12-13-35,10,,3807453.71,0.0,1,8,12,13,35
2015-06-27,1455,2-11-16-30-34,2,,4.0,0.0,2,11,16,30,34
2015-07-01,1456,1-4-10-21-28,4,,5.0,0.0,1,4,10,21,28
2015-07-04,1457,7-12-19-27-34,5,,5820630.46,0.0,7,12,19,27,34
2015-07-08,1458,11-12-17-18-19,10,,6535962.67,0.0,11,12,17,18,19
2015-07-12,1459,5-9-16-17-31,1,,7.0,0.0,5,9,16,17,31
2015-07-16,1460,2-6-7-17-27,3,,8174346.41,0.0,2,6,7,17,27
2015-07-22,1461,2-3-6-14-32,9,,9478506.27,0.0,2,3,6,14,32
2015-07-25,1462,9-16-19-31-32,10,,10583581.02,0.0,9,16,19,31,32
2015-07-30,1463,3-5-8-17-26,1,,11723191.9,1.0,3,5,8,17,26
2015-08-01,1464,6-11-20-33-35,2,,2000000.0,0.0,6,11,20,33,35
2015-08-05,1465,4-19-20-23-29,5,,2000000.0,0.0,4,19,20,23,29
2015-08-08,1466,8-10-17-30-35,7,,2000000.0,0.0,8,10,17,30,35
2015-08-12,1467,2-4-10-11-25,2,,2000000.0,1.0,2,4,10,11,25
2015-08-15,1468,2-5-16-25-33,4,,2000000.0,0.0,2,5,16,25,33
2015-08-19,1469,4-21-29-33-35,1,,2000000.0,0.0,4,21,29,33,35
2015-08-22,1470,23-25-26-27-35,2,,2000000.0,0.0,23,25,26,27,35
2015-08-27,1471,15-17-20-23-30,5,,2000000.0,0.0,15,17,20,23,30
2015-08-29,1472,3-4-6-7-24,2,,2000000.0,0.0,3,4,6,7,24
2015-09-02,1473,3-6-21-29-34,5,,2358454.38,0.0,3,6,21,29,34
2015-09-05,1474,6-21-27-31-34,7,,2851865.0,0.0,6,21,27,31,34
2015-09-09,1475,4-6-9-23-26,8,,3278757.02,0.0,4,6,9,23,26
2015-09-12,1476,9-14-18-23-25,6,,3850242.66,0.0,9,14,18,23,25
2015-09-16,1477,1-3-7-15-33,6,,4375637.46,0.0,1,3,7,15,33
2015-09-19,1478,3-10-20-28-30,3,,5040154.97,0.0,3,10,20,28,30
2015-09-23,1479,3-7-11-17-28,10,,5613660.75,0.0,3,7,11,17,28
2015-09-26,1480,7-9-14-16-20,5,,6336946.73,0.0,7,9,14,16,20
2015-09-30,1481,3-7-9-12-26,8,,7082507.08,0.0,3,7,9,12,26
2015-10-03,1482,7-10-11-13-24,9,,8042511.06,0.0,7,10,11,13,24
2015-10-08,1483,2-7-11-28-29,6,,8974789.67,0.0,2,7,11,28,29
2015-10-10,1484,8-10-13-17-24,8,,10144169.8,0.0,8,10,13,17,24
2015-10-14,1485,3-4-21-26-31,5,,11295720.67,0.0,3,4,21,26,31
2015-10-17,1486,4-9-20-24-28,4,,12693997.41,0.0,4,9,20,24,28
2015-10-21,1487,1-11-13-30-34,7,,14055112.86,0.0,1,11,13,30,34
2015-10-25,1488,10-16-23-28-29,2,,15723575.46,0.0,10,16,23,28,29
2015-10-28,1489,6-22-23-25-29,2,,17701225.66,0.0,6,22,23,25,29
2015-10-31,1490,17-22-27-31-34,2,,20816901.65,0.0,17,22,27,31,34
2015-11-04,1491,9-21-23-25-30,4,,24379523.31,0.0,9,21,23,25,30
2015-11-07,1492,2-7-8-14-28,2,,28318386.82,0.0,2,7,8,14,28
2015-11-11,1493,8-12-19-26-33,8,,31946408.24,1.0,8,12,19,26,33
2015-11-15,1494,14-23-25-27-30,7,,2000000.0,0.0,14,23,25,27,30
2015-11-18,1495,3-11-12-22-34,6,,2000000.0,0.0,3,11,12,22,34
2015-11-21,1496,9-10-18-20-34,1,,2000000.0,0.0,9,10,18,20,34
2015-11-25,1497,13-16-26-32-33,6,,2074722.89,0.0,13,16,26,32,33
2015-11-29,1498,8-23-24-27-34,5,,2658738.06,0.0,8,23,24,27,34
2015-12-03,1499,6-16-18-30-32,10,,3196030.74,0.0,6,16,18,30,32
2015-12-05,1500,1-17-20-23-32,2,,3818239.27,0.0,1,17,20,23,32
2015-12-09,1501,3-12-16-17-29,3,,4383668.15,0.0,3,12,16,17,29
2015-12-13,1502,7-9-17-21-29,4,,5048666.68,1.0,7,9,17,21,29
2015-12-17,1503,10-13-19-25-26,9,,2000000.0,0.0,10,13,19,25,26
2015-12-19,1504,13-20-21-24-33,5,,2000000.0,0.0,13,20,21,24,33
2015-12-23,1505,17-23-25-27-28,7,,2000000.0,0.0,17,23,25,27,28
2015-12-26,1506,15-22-29-30-35,2,,2000000.0,0.0,15,22,29,30,35
2015-12-30,1507,2-7-16-26-35,5,,2237532.45,0.0,2,7,16,26,35
2016-01-02,1508,13-18-19-28-29,6,,2769209.51,0.0,13,18,19,28,29
2016-01-07,1509,20-34-7-12-5,3,,3289145.69,0.0,20,34,7,12,5
2016-01-09,1510,10-12-16-17-23,8,,3906500.26,0.0,10,12,16,17,23
2016-01-13,1511,7-16-18-26-29,9,,4483654.5,0.0,7,16,18,26,29
2016-01-16,1512,4-8-13-21-24,7,,5183901.0,0.0,4,8,13,21,24
2016-01-20,1513,3-8-10-15-30,4,,5797677.73,0.0,3,8,10,15,30
2016-01-23,1514,2-7-11-28-31,9,,6539510.5,0.0,2,7,11,28,31
2016-01-27,1515,2-3-6-12-25,10,,7266222.92,1.0,2,3,6,12,25
2016-01-31,1516,8-10-12-29-34,1,,2000000.0,0.0,8,10,12,29,34
2016-02-03,1517,6-8-17-19-28,7,,2000000.0,0.0,6,8,17,19,28
2016-02-06,1518,14-19-28-30-34,7,,2000000.0,0.0,14,19,28,30,34
2016-02-10,1519,2-4-7-15-31,10,,2000000.0,0.0,2,4,7,15,31
2016-02-13,1520,9-20-22-23-24,4,,2311701.53,0.0,9,20,22,23,24
2016-02-17,1521,13-19-20-22-28,2,,2802607.97,0.0,13,19,20,22,28
2016-02-20,1522,1-5-31-32-33,6,,3379729.96,0.0,1,5,31,32,33
2016-02-24,1523,4-7-8-31-34,6,,3916479.16,0.0,4,7,8,31,34
2016-02-28,1524,1-14-22-27-28,5,,4578316.26,0.0,1,14,22,27,28
2016-03-02,1525,5-7-20-33-34,7,,5209590.3,0.0,5,7,20,33,34
2016-03-05,1526,8-10-20-27-29,5,,5960361.15,0.0,8,10,20,27,29
2016-03-09,1527,13-14-23-24-32,8,,6631324.49,0.0,13,14,23,24,32
2016-03-12,1528,9-14-17-24-31,2,,7474256.8,0.0,9,14,17,24,31
2016-03-16,1529,4-16-19-29-35,4,,8298106.79,0.0,4,16,19,29,35
2016-03-19,1530,16-21-28-29-33,6,,9307675.36,0.0,16,21,28,29,33
2016-03-23,1531,1-10-14-25-28,1,,10293319.24,0.0,1,10,14,25,28
2016-03-27,1532,7-13-14-23-32,1,,11324116.59,0.0,7,13,14,23,32
2016-04-02,1533,7-18-24-29-34,4,,12867594.09,0.0,7,18,24,29,34
2016-04-06,1534,9-13-14-22-33,3,,14153890.02,0.0,9,13,14,22,33
2016-04-09,1535,1-12-14-17-35,5,,15623407.75,1.0,1,12,14,17,35
2016-04-13,1536,2-7-21-24-30,6,,2000000.0,0.0,2,7,21,24,30
2016-04-17,1537,3-7-16-17-31,7,,2000000.0,0.0,3,7,16,17,31
2016-04-21,1538,9-16-17-32-35,5,,2000000.0,0.0,9,16,17,32,35
2016-04-23,1539,1-2-6-8-26,1,,2000000.0,0.0,1,2,6,8,26
2016-04-27,1540,4-5-6-18-31,6,,2386323.3,0.0,4,5,6,18,31
2016-05-01,1541,2-9-14-18-31,3,,2992687.0,0.0,2,9,14,18,31
2016-05-04,1542,3-6-15-23-25,3,,3515990.45,0.0,3,6,15,23,25
2016-05-07,1543,8-14-17-19-27,6,,4155656.32,0.0,8,14,17,19,27
2016-05-11,1544,1-7-17-26-34,7,,4693666.14,0.0,1,7,17,26,34
2016-05-15,1545,5-16-17-28-35,3,,5381747.33,0.0,5,16,17,28,35
2016-05-18,1546,1-8-11-25-34,2,,6045095.17,0.0,1,8,11,25,34
2016-05-21,1547,1-18-20-21-23,8,,6871422.67,0.0,1,18,20,21,23
2016-05-25,1548,2-3-14-24-32,2,,7616334.75,0.0,2,3,14,24,32
2016-05-28,1549,6-9-15-17-27,8,,8493649.4,0.0,6,9,15,17,27
2016-06-01,1550,5-6-20-21-25,9,,9357431.9,1.0,5,6,20,21,25
2016-06-04,1551,1-7-8-19-22,6,,2000000.0,0.0,1,7,8,19,22
2016-06-08,1552,2-10-14-19-35,2,,2000000.0,0.0,2,10,14,19,35
2016-06-11,1553,3-15-20-25-26,3,,2000000.0,0.0,3,15,20,25,26
2016-06-15,1554,1-22-24-25-27,3,,2000000.0,0.0,1,22,24,25,27
2016-06-18,1555,7-9-17-26-35,2,,2474742.09,0.0,7,9,17,26,35
2016-06-22,1556,1-7-19-25-30,4,,2917759.11,0.0,1,7,19,25,30
2016-06-25,1557,12-13-19-34-35,7,,3492588.95,0.0,12,13,19,34,35
2016-06-29,1558,12-20-22-24-25,2,,4001219.34,0.0,12,20,22,24,25
2016-07-02,1559,3-5-10-20-23,8,,4654851.0,0.0,3,5,10,20,23
2016-07-09,1560,13-18-20-21-34,2,,5465100.65,0.0,13,18,20,21,34
2016-07-13,1561,1-3-8-21-33,3,,6074517.19,0.0,1,3,8,21,33
2016-07-16,1562,4-5-7-22-28,8,,6812362.52,0.0,4,5,7,22,28
2016-07-20,1563,1-6-23-29-33,10,,7503673.63,0.0,1,6,23,29,33
2016-07-23,1564,7-12-14-20-23,3,,8375581.07,0.0,7,12,14,20,23
2016-07-27,1565,14-16-27-28-29,5,,9241913.81,0.0,14,16,27,28,29
2016-07-30,1566,17-22-25-31-33,10,,10359357.22,1.0,17,22,25,31,33
2016-08-03,1567,7-8-18-22-29,8,,2000000.0,1.0,7,8,18,22,29
2016-08-06,1568,5-13-14-18-22,5,,2000000.0,0.0,5,13,14,18,22
2016-08-10,1569,11-12-14-16-33,3,,2000000.0,0.0,11,12,14,16,33
2016-08-13,1570,9-20-26-28-33,2,,2000000.0,0.0,9,20,26,28,33
2016-08-17,1571,1-6-10-19-20,9,,2000000.0,0.0,1,6,10,19,20
2016-08-20,1572,2-10-12-27-33,5,,2364633.62,0.0,2,10,12,27,33
2016-08-24,1573,1-8-9-17-30,4,,2820051.33,0.0,1,8,9,17,30
2016-08-27,1574,6-16-17-19-20,7,,3405258.5,0.0,6,16,17,19,20
2016-08-31,1575,2-4-8-12-21,4,,3861713.09,0.0,2,4,8,12,21
2016-09-03,1576,3-7-13-30-31,5,,4533933.69,0.0,3,7,13,30,31
2016-09-07,1577,6-17-19-29-34,3,,5119682.42,0.0,6,17,19,29,34
2016-09-10,1578,4-7-24-28-35,10,,5869462.18,0.0,4,7,24,28,35
2016-09-14,1579,18-23-24-30-32,4,,6499226.7,0.0,18,23,24,30,32
2016-09-17,1580,13-19-20-26-35,1,,7350883.0,0.0,13,19,20,26,35
2016-09-21,1581,3-6-8-9-14,3,,8142298.5,1.0,3,6,8,9,14
2016-09-24,1582,10-25-29-34-35,4,,2000000.0,0.0,10,25,29,34,35
2016-09-28,1583,2-8-18-21-23,8,,2000000.0,0.0,2,8,18,21,23
2016-10-01,1584,5-21-27-29-31,7,,2000000.0,0.0,5,21,27,29,31
2016-10-05,1585,6-10-15-25-35,6,,2000000.0,0.0,6,10,15,25,35
2016-10-08,1586,7-9-25-27-28,10,,2394620.47,0.0,7,9,25,27,28
2016-10-12,1587,1-3-9-17-32,6,,2848033.22,1.0,1,3,9,17,32
2016-10-15,1588,6-12-16-23-34,8,,2000000.0,0.0,6,12,16,23,34
2016-10-19,1589,1-26-29-30-33,5,,2000000.0,0.0,1,26,29,30,33
2016-10-22,1590,16-20-21-26-27,6,,2000000.0,0.0,16,20,21,26,27
2016-10-26,1591,6-21-27-29-34,1,,2000000.0,0.0,6,21,27,29,34
2016-11-02,1592,9-11-28-29-32,5,,2375194.55,0.0,9,11,28,29,32
2016-11-05,1593,9-17-24-29-31,10,,2923426.49,0.0,9,17,24,29,31
2016-11-09,1594,7-8-10-26-33,8,,3397954.91,0.0,7,8,10,26,33
2016-11-12,1595,4-7-19-20-25,9,,3989189.62,0.0,4,7,19,20,25
2016-11-16,1596,8-9-11-15-25,9,,4535380.71,0.0,8,9,11,15,25
2016-11-19,1597,5-6-8-27-32,1,,5217529.65,0.0,5,6,8,27,32
2016-11-23,1598,2-10-22-28-30,7,,5845064.36,0.0,2,10,22,28,30
2016-11-26,1599,13-15-16-17-29,9,,6647723.24,0.0,13,15,16,17,29
2016-11-30,1600,14-15-22-27-30,5,,7485962.96,1.0,14,15,22,27,30
2016-12-03,1601,7-22-26-32-33,6,,2000000.0,0.0,7,22,26,32,33
2016-12-07,1602,2-9-11-13-18,4,,2000000.0,0.0,2,9,11,13,18
2016-12-10,1603,10-15-22-32-33,3,,2000000.0,0.0,10,15,22,32,33
2016-12-14,1604,2-16-21-25-28,9,,2000000.0,0.0,2,16,21,25,28
2016-12-17,1605,9-11-12-18-26,4,,2000000.0,0.0,9,11,12,18,26
2016-12-21,1606,5-14-18-22-25,2,,3000000.0,0.0,5,14,18,22,25
2016-12-24,1607,3-10-12-16-19,9,,3624986.49,1.0,3,10,12,16,19
2016-12-28,1608,2-3-5-10-29,6,,2000000.0,0.0,2,3,5,10,29
2016-12-31,1609,5-8-13-15-21,2,,2000000.0,0.0,5,8,13,15,21
2017-01-04,1610,1-15-21-23-27,8,,2000000.0,0.0,1,15,21,23,27
2017-01-07,1611,18-20-25-30-35,5,,2000000.0,0.0,18,20,25,30,35
2017-01-11,1612,15-18-21-23-32,4,,2234451.74,0.0,15,18,21,23,32
2017-01-14,1613,15-18-20-31-35,5,,2785942.86,0.0,15,18,20,31,35
2017-01-18,1614,3-12-19-25-34,2,,3276666.61,0.0,3,12,19,25,34
2017-01-21,1615,4-9-10-13-24,1,,3867896.17,0.0,4,9,10,13,24
2017-01-25,1616,15-17-22-23-34,6,,4420558.54,0.0,15,17,22,23,34
2017-01-28,1617,14-15-18-26-27,8,,5119188.08,0.0,14,15,18,26,27
2017-02-01,1618,17-25-26-34-35,2,,5784754.91,0.0,17,25,26,34,35
2017-02-04,1619,2-12-24-31-34,8,,6651558.97,0.0,2,12,24,31,34
2017-02-08,1620,7-19-20-31-35,9,,7450261.33,0.0,7,19,20,31,35
2017-02-11,1621,6-24-27-28-34,1,,8473738.4,0.0,6,24,27,28,34
2017-02-15,1622,8-17-18-33-35,9,,9512711.19,0.0,8,17,18,33,35
2017-02-18,1623,9-17-22-32-35,2,,10780043.35,0.0,9,17,22,32,35
2017-02-22,1624,6-10-22-27-34,8,,12009408.14,1.0,6,10,22,27,34
2017-02-25,1625,7-11-17-31-32,7,,2000000.0,0.0,7,11,17,31,32
2017-03-01,1626,8-20-25-27-30,9,,2000000.0,0.0,8,20,25,27,30
2017-03-04,1627,1-6-16-31-35,1,,2000000.0,0.0,1,6,16,31,35
2017-03-08,1628,12-18-22-26-28,5,,2000000.0,0.0,12,18,22,26,28
2017-03-11,1629,2-5-9-14-23,7,,2485118.54,0.0,2,5,9,14,23
2017-03-15,1630,9-10-13-22-30,10,,2982429.82,0.0,9,10,13,22,30
2017-03-18,1631,1-9-13-28-30,7,,3598561.77,0.0,1,9,13,28,30
2017-03-22,1632,10-19-31-34-35,10,,4156968.99,0.0,10,19,31,34,35
2017-03-25,1633,3-9-10-17-35,7,,4857861.3,0.0,3,9,10,17,35
2017-03-29,1634,6-7-9-24-29,5,,5525342.27,0.0,6,7,9,24,29
2017-04-01,1635,1-4-27-30-34,10,,6299803.93,0.0,1,4,27,30,34
2017-04-05,1636,18-20-21-22-27,5,,7087826.7,0.0,18,20,21,22,27
2017-04-08,1637,2-7-16-28-35,4,,8009338.75,0.0,2,7,16,28,35
2017-04-12,1638,7-16-24-25-26,4,,8911288.69,1.0,7,16,24,25,26
2017-04-15,1639,5-9-11-23-33,7,,2000000.0,0.0,5,9,11,23,33
2017-04-19,1640,1-11-14-17-22,2,,2000000.0,0.0,1,11,14,17,22
2017-04-22,1641,13-25-26-28-30,9,,2000000.0,0.0,13,25,26,28,30
2017-04-26,1642,1-5-7-30-31,9,,2000000.0,0.0,1,5,7,30,31
2017-04-29,1643,4-13-20-23-33,1,,2407194.8,0.0,4,13,20,23,33
2017-05-03,1644,6-21-28-33-35,5,,2902679.34,0.0,6,21,28,33,35
2017-05-06,1645,2-6-18-27-28,6,,3478435.91,0.0,2,6,18,27,28
2017-05-10,1646,2-4-18-22-27,7,,3983519.16,0.0,2,4,18,22,27
2017-05-13,1647,9-20-25-34-35,4,,4602860.31,0.0,9,20,25,34,35
2017-05-17,1648,8-10-20-27-34,1,,5187473.64,0.0,8,10,20,27,34
2017-05-20,1649,4-15-26-27-31,10,,5904596.16,0.0,4,15,26,27,31
2017-05-24,1650,3-11-18-21-24,8,,6552934.4,0.0,3,11,18,21,24
2017-05-27,1651,18-21-23-25-34,9,,7427932.28,0.0,18,21,23,25,34
2017-05-31,1652,2-3-20-23-32,8,,8187664.98,0.0,2,3,20,23,32
2017-06-03,1653,14-27-29-30-33,10,,9190130.39,0.0,14,27,29,30,33
2017-06-07,1654,2-3-24-27-29,6,,10168854.6,0.0,2,3,24,27,29
2017-06-10,1655,1-4-9-22-28,1,,11359503.16,0.0,1,4,9,22,28
2017-06-14,1656,1-9-15-33-34,1,,12468415.59,0.0,1,9,15,33,34
2017-06-17,1657,4-7-22-27-34,2,,13733386.03,0.0,4,7,22,27,34
2017-06-21,1658,13-15-17-22-31,8,,14938803.58,0.0,13,15,17,22,31
2017-06-24,1659,5-9-11-17-22,3,,16566550.46,1.0,5,9,11,17,22
2017-06-28,1660,1-9-10-15-33,1,,2000000.0,0.0,1,9,10,15,33
2017-07-01,1661,7-18-25-26-31,7,,2000000.0,0.0,7,18,25,26,31
2017-07-05,1662,10-11-12-22-25,3,,2000000.0,0.0,10,11,12,22,25
2017-07-08,1663,3-4-13-17-18,8,,2000000.0,0.0,3,4,13,17,18
2017-07-12,1664,2-10-12-25-34,2,,2353311.9,0.0,2,10,12,25,34
2017-07-15,1665,1-4-10-12-18,6,,2921924.42,0.0,1,4,10,12,18
2017-07-19,1666,4-17-28-31-32,9,,3401902.57,0.0,4,17,28,31,32
2017-07-22,1667,2-14-15-21-34,4,,3990564.8,0.0,2,14,15,21,34
2017-07-26,1668,3-7-9-27-33,9,,4515415.97,0.0,3,7,9,27,33
2017-07-29,1669,1-8-12-15-34,9,,5181531.2,0.0,1,8,12,15,34
2017-08-02,1670,4-15-26-27-29,2,,5731191.39,0.0,4,15,26,27,29
2017-08-05,1671,2-3-8-22-25,6,,6454903.05,0.0,2,3,8,22,25
2017-08-09,1672,6-13-16-23-35,9,,7086544.92,0.0,6,13,16,23,35
2017-08-12,1673,2-5-9-16-29,7,,7861250.37,0.0,2,5,9,16,29
2017-08-16,1674,1-3-5-18-34,2,,8630545.14,0.0,1,3,5,18,34
2017-08-19,1675,4-23-24-26-33,4,,9515940.11,0.0,4,23,24,26,33
2017-08-23,1676,2-11-14-15-16,7,,10396616.74,0.0,2,11,14,15,16
2017-08-26,1677,4-16-25-26-27,4,,11519052.44,0.0,4,16,25,26,27
2017-08-30,1678,5-18-19-30-31,4,,12560682.75,0.0,5,18,19,30,31
2017-09-02,1679,11-18-21-26-35,6,,13890737.9,0.0,11,18,21,26,35
2017-09-06,1680,7-9-15-26-33,10,,15149407.05,0.0,7,9,15,26,33
2017-09-09,1681,3-4-12-13-22,2,,16630902.62,1.0,3,4,12,13,22
2017-09-13,1682,5-7-8-29-31,7,,2000000.0,0.0,5,7,8,29,31
2017-09-16,1683,2-3-9-27-28,2,,2000000.0,0.0,2,3,9,27,28
2017-09-20,1684,6-16-27-31-33,5,,2000000.0,0.0,6,16,27,31,33
2017-09-23,1685,12-16-24-28-30,6,,2000000.0,0.0,12,16,24,28,30
2017-09-27,1686,9-12-13-26-34,10,,2347206.81,0.0,9,12,13,26,34
2017-09-30,1687,6-7-16-23-27,6,,2939580.74,0.0,6,7,16,23,27
2017-10-04,1688,9-12-17-28-34,10,,3407782.93,0.0,9,12,17,28,34
2017-10-07,1689,5-9-10-17-23,1,,3984729.24,0.0,5,9,10,17,23
2017-10-11,1690,9-13-23-30-35,7,,4479861.74,0.0,9,13,23,30,35
2017-10-14,1691,9-10-17-22-35,5,,5095158.38,0.0,9,10,17,22,35
2017-10-21,1692,5-7-10-17-27,1,,5880115.88,0.0,5,7,10,17,27
2017-10-25,1693,1-2-9-18-24,7,,6448559.25,0.0,1,2,9,18,24
2017-10-28,1694,1-9-19-21-34,1,,7188828.17,0.0,1,9,19,21,34
2017-11-01,1695,1-9-11-20-28,2,,7884749.8,0.0,1,9,11,20,28
2017-11-04,1696,4-19-30-33-34,5,,,,4,19,30,33,34
2017-11-08,1697,14-21-30-33-34,9,,9590198.44,0.0,14,21,30,33,34
2017-11-11,1698,1-20-21-30-35,4,,10584184.73,1.0,1,20,21,30,35
2017-11-15,1699,3-8-27-33-34,8,,2000000.0,0.0,3,8,27,33,34
2017-11-18,1700,2-5-11-16-17,5,,2000000.0,0.0,2,5,11,16,17
2017-11-22,1701,11-16-28-32-33,7,,2000000.0,0.0,11,16,28,32,33
2017-11-25,1702,14-20-23-26-29,2,,2000000.0,1.0,14,20,23,26,29
2017-11-29,1703,12-19-21-26-34,1,,,,12,19,21,26,34
2017-12-02,1704,6-17-27-29-34,7,,2000000.0,1.0,6,17,27,29,34
2017-12-06,1705,5-10-12-16-25,7,,2000000.0,0.0,5,10,12,16,25
2017-12-09,1706,5-19-25-32-34,10,,2000000.0,0.0,5,19,25,32,34
2017-12-13,1707,3-5-11-12-30,10,,2000000.0,0.0,3,5,11,12,30
2017-12-16,1708,6-8-21-30-31,1,,2000000.0,0.0,6,8,21,30,31
2017-12-20,1709,2-14-19-30-34,1,,2332431.59,0.0,2,14,19,30,34
2017-12-23,1710,6-11-16-29-32,10,,,,6,11,16,29,32
2017-12-27,1711,6-13-27-31-34,2,,,,6,13,27,31,34
2017-12-30,1712,2-3-16-30-31,7,,3952265.04,0.0,2,3,16,30,31
2018-01-03,1713,6-10-17-21-27,1,,4463428.51,0.0,6,10,17,21,27
2018-01-06,1714,2-4-12-25-34,10,,5113883.96,0.0,2,4,12,25,34
2018-01-10,1715,6-15-26-27-33,10,,5669238.62,0.0,6,15,26,27,33
2018-01-13,1716,9-27-29-34-35,8,,6381407.19,0.0,9,27,29,34,35
2018-01-17,1717,8-11-28-34-35,9,,7018274.73,0.0,8,11,28,34,35
2018-01-20,1718,9-16-21-28-32,10,,7835508.94,0.0,9,16,21,28,32
2018-01-24,1719,2-7-10-21-23,6,,8552388.95,0.0,2,7,10,21,23
2018-01-27,1720,4-12-14-16-33,3,,9464338.72,0.0,4,12,14,16,33
2018-01-31,1721,5-16-29-30-32,2,,10352680.58,0.0,5,16,29,30,32
2018-02-03,1722,1-9-14-30-32,10,,11441150.71,0.0,1,9,14,30,32
2018-02-07,1723,5-8-29-30-35,1,,12389091.39,0.0,5,8,29,30,35
2018-02-10,1724,3-5-22-31-32,2,,13485870.14,0.0,3,5,22,31,32
2018-02-14,1725,11-14-24-29-32,4,,14349205.6,0.0,11,14,24,29,32
2018-02-17,1726,24-25-26-29-31,5,,15672470.8,0.0,24,25,26,29,31
2018-02-21,1727,5-12-16-26-35,4,,16959190.63,0.0,5,12,16,26,35
2018-02-24,1728,7-9-11-25-32,4,,18653476.1,0.0,7,9,11,25,32
2018-02-28,1729,4-12-14-18-25,8,,20592491.53,0.0,4,12,14,18,25
2018-03-03,1730,2-6-23-24-34,9,,22948764.68,0.0,2,6,23,24,34
2018-03-07,1731,5-8-12-13-17,9,,25358575.09,0.0,5,8,12,13,17
2018-03-10,1732,21-24-26-27-33,7,,28121220.3,1.0,21,24,26,27,33
